"city","city_slug","category","category_slug","listing_count","under_12","under_3","indexable"
"Clearwater, FL","clearwater-fl","Carpet cleaning","carpet-cleaning","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Pressure washing","pressure-washing","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Septic services","septic-services","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Pool installation","pool-installation","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Window tinting","window-tinting","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Generator installation","generator-installation","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Insulation","insulation","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Marine services","marine-services","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Screen enclosures & pool cages","screen-enclosures-pool-cages","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Hurricane shutters & impact windows","hurricane-shutters-impact-windows","1","yes","yes","no"
"Clearwater, FL","clearwater-fl","Trading card stores","trading-card-stores","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","HVAC","hvac","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Plumbing","plumbing","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Auto mechanics","auto-mechanics","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Roofing","roofing","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Electrical","electrical","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Lawn care","lawn-care","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Pest control","pest-control","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","House cleaning","house-cleaning","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Landscaping","landscaping","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Tree service","tree-service","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Garage door repair","garage-door-repair","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Locksmith","locksmith","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Appliance repair","appliance-repair","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Movers","movers","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Handyman","handyman","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Painting","painting","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Pool service","pool-service","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Kitchen & bath remodeling","kitchen-bath-remodeling","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Flooring","flooring","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Towing","towing","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Auto body & collision","auto-body-collision","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Fence builders","fence-builders","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Junk removal","junk-removal","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Water damage & mold remediation","water-damage-mold-remediation","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Concrete & driveways","concrete","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Gutters","gutters","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Carpet cleaning","carpet-cleaning","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Pressure washing","pressure-washing","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Septic services","septic-services","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Pool installation","pool-installation","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Window tinting","window-tinting","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Generator installation","generator-installation","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Insulation","insulation","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Marine services","marine-services","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Screen enclosures & pool cages","screen-enclosures-pool-cages","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Hurricane shutters & impact windows","hurricane-shutters-impact-windows","1","yes","yes","no"
"Sarasota, FL","sarasota-fl","Trading card stores","trading-card-stores","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","HVAC","hvac","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Plumbing","plumbing","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Auto mechanics","auto-mechanics","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Roofing","roofing","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Electrical","electrical","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Lawn care","lawn-care","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Pest control","pest-control","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","House cleaning","house-cleaning","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Landscaping","landscaping","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Tree service","tree-service","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Garage door repair","garage-door-repair","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Locksmith","locksmith","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Appliance repair","appliance-repair","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Movers","movers","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Handyman","handyman","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Painting","painting","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Pool service","pool-service","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Kitchen & bath remodeling","kitchen-bath-remodeling","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Flooring","flooring","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Towing","towing","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Auto body & collision","auto-body-collision","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Fence builders","fence-builders","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Junk removal","junk-removal","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Water damage & mold remediation","water-damage-mold-remediation","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Concrete & driveways","concrete","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Gutters","gutters","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Carpet cleaning","carpet-cleaning","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Pressure washing","pressure-washing","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Septic services","septic-services","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Pool installation","pool-installation","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Window tinting","window-tinting","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Generator installation","generator-installation","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Insulation","insulation","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Marine services","marine-services","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Screen enclosures & pool cages","screen-enclosures-pool-cages","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Hurricane shutters & impact windows","hurricane-shutters-impact-windows","1","yes","yes","no"
"Fort Myers, FL","fort-myers-fl","Trading card stores","trading-card-stores","1","yes","yes","no"
"Naples, FL","naples-fl","HVAC","hvac","1","yes","yes","no"
"Naples, FL","naples-fl","Plumbing","plumbing","1","yes","yes","no"
"Naples, FL","naples-fl","Auto mechanics","auto-mechanics","1","yes","yes","no"
"Naples, FL","naples-fl","Roofing","roofing","1","yes","yes","no"
"Naples, FL","naples-fl","Electrical","electrical","1","yes","yes","no"
"Naples, FL","naples-fl","Lawn care","lawn-care","1","yes","yes","no"
"Naples, FL","naples-fl","Pest control","pest-control","1","yes","yes","no"
"Naples, FL","naples-fl","House cleaning","house-cleaning","1","yes","yes","no"
"Naples, FL","naples-fl","Landscaping","landscaping","1","yes","yes","no"
"Naples, FL","naples-fl","Tree service","tree-service","1","yes","yes","no"
"Naples, FL","naples-fl","Garage door repair","garage-door-repair","1","yes","yes","no"
"Naples, FL","naples-fl","Locksmith","locksmith","1","yes","yes","no"
"Naples, FL","naples-fl","Appliance repair","appliance-repair","1","yes","yes","no"
"Naples, FL","naples-fl","Movers","movers","1","yes","yes","no"
"Naples, FL","naples-fl","Handyman","handyman","1","yes","yes","no"
"Naples, FL","naples-fl","Painting","painting","1","yes","yes","no"
"Naples, FL","naples-fl","Pool service","pool-service","1","yes","yes","no"
"Naples, FL","naples-fl","Kitchen & bath remodeling","kitchen-bath-remodeling","1","yes","yes","no"
"Naples, FL","naples-fl","Flooring","flooring","1","yes","yes","no"
"Naples, FL","naples-fl","Towing","towing","1","yes","yes","no"
"Naples, FL","naples-fl","Auto body & collision","auto-body-collision","1","yes","yes","no"
"Naples, FL","naples-fl","Fence builders","fence-builders","1","yes","yes","no"
"Naples, FL","naples-fl","Junk removal","junk-removal","1","yes","yes","no"
"Naples, FL","naples-fl","Water damage & mold remediation","water-damage-mold-remediation","1","yes","yes","no"
"Naples, FL","naples-fl","Concrete & driveways","concrete","1","yes","yes","no"
"Naples, FL","naples-fl","Gutters","gutters","1","yes","yes","no"
"Naples, FL","naples-fl","Carpet cleaning","carpet-cleaning","1","yes","yes","no"
"Naples, FL","naples-fl","Pressure washing","pressure-washing","1","yes","yes","no"
"Naples, FL","naples-fl","Septic services","septic-services","1","yes","yes","no"
"Naples, FL","naples-fl","Pool installation","pool-installation","1","yes","yes","no"
"Naples, FL","naples-fl","Window tinting","window-tinting","1","yes","yes","no"
"Naples, FL","naples-fl","Generator installation","generator-installation","1","yes","yes","no"
"Naples, FL","naples-fl","Insulation","insulation","1","yes","yes","no"
"Naples, FL","naples-fl","Marine services","marine-services","1","yes","yes","no"
"Naples, FL","naples-fl","Screen enclosures & pool cages","screen-enclosures-pool-cages","1","yes","yes","no"
"Naples, FL","naples-fl","Hurricane shutters & impact windows","hurricane-shutters-impact-windows","1","yes","yes","no"
"Naples, FL","naples-fl","Trading card stores","trading-card-stores","1","yes","yes","no"
"Miami, FL","miami-fl","HVAC","hvac","1","yes","yes","no"
"Miami, FL","miami-fl","Plumbing","plumbing","1","yes","yes","no"
"Miami, FL","miami-fl","Auto mechanics","auto-mechanics","1","yes","yes","no"
"Miami, FL","miami-fl","Roofing","roofing","1","yes","yes","no"
"Miami, FL","miami-fl","Electrical","electrical","1","yes","yes","no"
"Miami, FL","miami-fl","Lawn care","lawn-care","1","yes","yes","no"
"Miami, FL","miami-fl","Pest control","pest-control","1","yes","yes","no"
"Miami, FL","miami-fl","House cleaning","house-cleaning","1","yes","yes","no"
"Miami, FL","miami-fl","Landscaping","landscaping","1","yes","yes","no"
"Miami, FL","miami-fl","Tree service","tree-service","1","yes","yes","no"
"Miami, FL","miami-fl","Garage door repair","garage-door-repair","1","yes","yes","no"
"Miami, FL","miami-fl","Locksmith","locksmith","1","yes","yes","no"
"Miami, FL","miami-fl","Appliance repair","appliance-repair","1","yes","yes","no"
"Miami, FL","miami-fl","Movers","movers","1","yes","yes","no"
"Miami, FL","miami-fl","Handyman","handyman","1","yes","yes","no"
"Miami, FL","miami-fl","Painting","painting","1","yes","yes","no"
"Miami, FL","miami-fl","Pool service","pool-service","1","yes","yes","no"
"Miami, FL","miami-fl","Kitchen & bath remodeling","kitchen-bath-remodeling","1","yes","yes","no"
"Miami, FL","miami-fl","Flooring","flooring","1","yes","yes","no"
"Miami, FL","miami-fl","Towing","towing","1","yes","yes","no"
"Miami, FL","miami-fl","Auto body & collision","auto-body-collision","1","yes","yes","no"
"Miami, FL","miami-fl","Fence builders","fence-builders","1","yes","yes","no"
"Miami, FL","miami-fl","Junk removal","junk-removal","1","yes","yes","no"
"Miami, FL","miami-fl","Water damage & mold remediation","water-damage-mold-remediation","1","yes","yes","no"
"Miami, FL","miami-fl","Concrete & driveways","concrete","1","yes","yes","no"
"Miami, FL","miami-fl","Gutters","gutters","1","yes","yes","no"
"Miami, FL","miami-fl","Carpet cleaning","carpet-cleaning","1","yes","yes","no"
"Miami, FL","miami-fl","Pressure washing","pressure-washing","1","yes","yes","no"
"Miami, FL","miami-fl","Septic services","septic-services","1","yes","yes","no"
"Miami, FL","miami-fl","Pool installation","pool-installation","1","yes","yes","no"
"Miami, FL","miami-fl","Window tinting","window-tinting","1","yes","yes","no"
"Miami, FL","miami-fl","Generator installation","generator-installation","1","yes","yes","no"
"Miami, FL","miami-fl","Insulation","insulation","1","yes","yes","no"
"Miami, FL","miami-fl","Marine services","marine-services","1","yes","yes","no"
"Miami, FL","miami-fl","Screen enclosures & pool cages","screen-enclosures-pool-cages","1","yes","yes","no"
"Miami, FL","miami-fl","Hurricane shutters & impact windows","hurricane-shutters-impact-windows","1","yes","yes","no"
"Miami, FL","miami-fl","Trading card stores","trading-card-stores","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","HVAC","hvac","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Plumbing","plumbing","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Auto mechanics","auto-mechanics","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Roofing","roofing","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Electrical","electrical","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Lawn care","lawn-care","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Pest control","pest-control","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","House cleaning","house-cleaning","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Landscaping","landscaping","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Tree service","tree-service","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Garage door repair","garage-door-repair","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Locksmith","locksmith","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Appliance repair","appliance-repair","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Movers","movers","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Handyman","handyman","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Painting","painting","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Pool service","pool-service","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Kitchen & bath remodeling","kitchen-bath-remodeling","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Flooring","flooring","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Towing","towing","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Auto body & collision","auto-body-collision","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Fence builders","fence-builders","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Junk removal","junk-removal","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Water damage & mold remediation","water-damage-mold-remediation","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Concrete & driveways","concrete","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Gutters","gutters","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Carpet cleaning","carpet-cleaning","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Pressure washing","pressure-washing","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Septic services","septic-services","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Pool installation","pool-installation","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Window tinting","window-tinting","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Generator installation","generator-installation","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Insulation","insulation","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Marine services","marine-services","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Screen enclosures & pool cages","screen-enclosures-pool-cages","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Hurricane shutters & impact windows","hurricane-shutters-impact-windows","1","yes","yes","no"
"Fort Lauderdale, FL","fort-lauderdale-fl","Trading card stores","trading-card-stores","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","HVAC","hvac","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Plumbing","plumbing","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Auto mechanics","auto-mechanics","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Roofing","roofing","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Electrical","electrical","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Lawn care","lawn-care","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Pest control","pest-control","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","House cleaning","house-cleaning","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Landscaping","landscaping","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Tree service","tree-service","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Garage door repair","garage-door-repair","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Locksmith","locksmith","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Appliance repair","appliance-repair","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Movers","movers","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Handyman","handyman","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Painting","painting","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Pool service","pool-service","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Kitchen & bath remodeling","kitchen-bath-remodeling","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Flooring","flooring","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Towing","towing","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Auto body & collision","auto-body-collision","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Fence builders","fence-builders","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Junk removal","junk-removal","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Water damage & mold remediation","water-damage-mold-remediation","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Concrete & driveways","concrete","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Gutters","gutters","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Carpet cleaning","carpet-cleaning","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Pressure washing","pressure-washing","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Septic services","septic-services","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Pool installation","pool-installation","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Window tinting","window-tinting","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Generator installation","generator-installation","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Insulation","insulation","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Marine services","marine-services","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Screen enclosures & pool cages","screen-enclosures-pool-cages","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Hurricane shutters & impact windows","hurricane-shutters-impact-windows","1","yes","yes","no"
"West Palm Beach, FL","west-palm-beach-fl","Trading card stores","trading-card-stores","1","yes","yes","no"
"Birmingham, AL","birmingham-al","HVAC","hvac","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Plumbing","plumbing","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Auto mechanics","auto-mechanics","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Roofing","roofing","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Electrical","electrical","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Lawn care","lawn-care","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Pest control","pest-control","1","yes","yes","no"
"Birmingham, AL","birmingham-al","House cleaning","house-cleaning","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Landscaping","landscaping","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Tree service","tree-service","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Garage door repair","garage-door-repair","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Locksmith","locksmith","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Appliance repair","appliance-repair","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Movers","movers","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Handyman","handyman","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Painting","painting","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Pool service","pool-service","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Kitchen & bath remodeling","kitchen-bath-remodeling","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Flooring","flooring","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Towing","towing","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Auto body & collision","auto-body-collision","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Fence builders","fence-builders","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Junk removal","junk-removal","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Water damage & mold remediation","water-damage-mold-remediation","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Concrete & driveways","concrete","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Gutters","gutters","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Carpet cleaning","carpet-cleaning","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Pressure washing","pressure-washing","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Septic services","septic-services","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Pool installation","pool-installation","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Window tinting","window-tinting","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Generator installation","generator-installation","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Insulation","insulation","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Marine services","marine-services","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Screen enclosures & pool cages","screen-enclosures-pool-cages","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Hurricane shutters & impact windows","hurricane-shutters-impact-windows","1","yes","yes","no"
"Birmingham, AL","birmingham-al","Trading card stores","trading-card-stores","1","yes","yes","no"
"Montgomery, AL","montgomery-al","HVAC","hvac","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Plumbing","plumbing","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Auto mechanics","auto-mechanics","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Roofing","roofing","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Electrical","electrical","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Lawn care","lawn-care","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Pest control","pest-control","1","yes","yes","no"
"Montgomery, AL","montgomery-al","House cleaning","house-cleaning","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Landscaping","landscaping","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Tree service","tree-service","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Garage door repair","garage-door-repair","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Locksmith","locksmith","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Appliance repair","appliance-repair","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Movers","movers","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Handyman","handyman","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Painting","painting","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Pool service","pool-service","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Kitchen & bath remodeling","kitchen-bath-remodeling","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Flooring","flooring","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Towing","towing","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Auto body & collision","auto-body-collision","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Fence builders","fence-builders","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Junk removal","junk-removal","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Water damage & mold remediation","water-damage-mold-remediation","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Concrete & driveways","concrete","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Gutters","gutters","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Carpet cleaning","carpet-cleaning","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Pressure washing","pressure-washing","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Septic services","septic-services","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Pool installation","pool-installation","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Window tinting","window-tinting","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Generator installation","generator-installation","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Insulation","insulation","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Marine services","marine-services","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Screen enclosures & pool cages","screen-enclosures-pool-cages","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Hurricane shutters & impact windows","hurricane-shutters-impact-windows","1","yes","yes","no"
"Montgomery, AL","montgomery-al","Trading card stores","trading-card-stores","1","yes","yes","no"
"Huntsville, AL","huntsville-al","HVAC","hvac","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Plumbing","plumbing","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Auto mechanics","auto-mechanics","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Roofing","roofing","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Electrical","electrical","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Lawn care","lawn-care","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Pest control","pest-control","1","yes","yes","no"
"Huntsville, AL","huntsville-al","House cleaning","house-cleaning","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Landscaping","landscaping","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Tree service","tree-service","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Garage door repair","garage-door-repair","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Locksmith","locksmith","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Appliance repair","appliance-repair","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Movers","movers","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Handyman","handyman","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Painting","painting","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Pool service","pool-service","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Kitchen & bath remodeling","kitchen-bath-remodeling","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Flooring","flooring","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Towing","towing","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Auto body & collision","auto-body-collision","1","yes","yes","no"
"Huntsville, AL","huntsville-al","Fence builders","fence-builders","1","yes","yes","no"
